fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude,law_type,ipc_final,hour,day_of_week,age_group
fir/del/2023/2538,2023-12-08 11:58:00,2023,Delhi,Delhi,ROBBERY,armed robbery,IPC 392,street,3,68,female,False,pending trial,high,28.76631861599056,77.05481391618716,IPC,IPC 392,11,Friday,65+
FIR/BAN/2018/9060,2018-01-29 02:03:00,2018,Bangalore,Karnataka,DRUG OFFENSE,peddling,NDPS Act,residence,28,74,unknown,False,acquitted,low,13.002690503294904,77.5128756154987,NDPS,NDPS,2,Monday,65+
MUM-2019-7291,2019-04-30 00:00:00,2019,Mumbai,Maharashtra,EXTORTION,threatening,IPC 383,railway station,27,72,male,False,closed,medium,19.17484708162588,72.87482167195165,IPC,IPC 383,0,Tuesday,65+
fir/ahm/2019/2363,2019-03-27 00:00:00,2019,Ahmedabad,Gujarat,DOMESTIC VIOLENCE,mental cruelty,DV Act 2005,bank,22,75,male,False,charge sheeted,medium,23.13218302316392,72.72134161912733,DV,DV,0,Wednesday,65+
FIR/HYD/2017/2125,2017-07-04 09:35:00,2017,Hyderabad,Telangana,THEFT,mobile theft,378 IPC,bank,16,39,female,False,acquitted,low,17.24710621076781,78.62488515283933,IPC,IPC 378,9,Tuesday,36-50
FIR46442021,2021-05-10 11:50:00,2021,Delhi,Delhi,FRAUD/CHEATING,investment scam,Sec 420,market,45,77,male,False,closed,low,28.6332040667174,77.20057808588281,IPC,IPC 420,11,Monday,65+
FIR15042015,2015-02-07 22:07:00,2015,Ahmedabad,Gujarat,DRUG OFFENSE,possession,ndps act,railway station,14,72,female,False,under investigation,low,22.923714346058667,72.62498513419523,NDPS,NDPS,22,Saturday,65+
fir/kol/2018/1908,2018-09-23 11:13:00,2018,Kolkata,West Bengal,THEFT,mobile theft,ipc 378,market,10,71,unknown,False,acquitted,low,22.5037109879738,88.28044045392546,IPC,IPC 378,11,Sunday,65+
FIR/PAT/2015/1680,2015-02-07 08:31:00,2015,Patna,Bihar,FRAUD/CHEATING,online fraud,420 IPC,atm,28,79,unknown,False,under investigation,low,25.56601460551995,85.25328225399313,IPC,IPC 420,8,Saturday,65+
FIR/KOC/2016/5050,2016-07-09 13:16:00,2016,Kochi,Kerala,ASSAULT,road rage,Sec. 351,office,19,50,unknown,False,closed,medium,9.826153589133682,76.40172079574057,IPC,IPC 351,13,Saturday,36-50
fir/del/2019/3633,2019-03-29 08:06:00,2019,Delhi,Delhi,RIOTING,communal riot,ipc 147,highway,28,41,male,True,closed,medium,28.601041403759687,77.06001085206452,IPC,IPC 147,8,Friday,36-50
fir/sur/2016/6813,2016-03-15 10:10:00,2016,Surat,Gujarat,VEHICLE THEFT,two wheeler,IPC 379,street,9,69,female,False,charge sheeted,low,21.063033085525124,72.71390927329509,IPC,IPC 379,10,Tuesday,65+
SUR-2021-7276,2021-10-20 00:30:00,2021,Surat,Gujarat,MURDER,premeditated,ipc 302,bank,48,21,female,False,convicted,high,21.305932313850317,72.71745075550258,IPC,IPC 302,0,Wednesday,18-25
FIR69342023,2023-01-01 00:00:00,2023,Pune,Maharashtra,DRUG OFFENSE,possession,ndps act,office,2,11,male,False,closed,low,18.64998666631389,73.88461264852882,NDPS,NDPS,0,Sunday,Under 18
HYD-2018-1406,2018-01-01 00:00:00,2018,Hyderabad,Telangana,DOMESTIC VIOLENCE,dowry harassment,DV Act 2005,bank,28,78,female,False,charge sheeted,medium,17.36419496915994,78.39912745658346,DV,DV,0,Monday,65+
8582/2019,2019-01-01 00:00:00,2019,Mumbai,Maharashtra,ROBBERY,armed robbery,IPC 392,residence,25,52,male,True,acquitted,high,18.939499452514852,73.01060505894448,IPC,IPC 392,0,Tuesday,51-65
MUM-2016-2456,2016-02-13 19:09:00,2016,Mumbai,Maharashtra,ROBBERY,unarmed robbery,Sec 392,street,26,7,female,False,convicted,high,19.04479907818367,73.02244902897108,IPC,IPC 392,19,Saturday,Under 18
FIR67492020,2020-07-10 00:16:00,2020,Pune,Maharashtra,ASSAULT,simple assault,ipc 351,school,6,51,unknown,False,charge sheeted,medium,18.642212595901658,73.88507707659804,IPC,IPC 351,0,Friday,51-65
fir/mum/2021/8263,2021-11-30 12:29:00,2021,Mumbai,Maharashtra,ROBBERY,armed robbery,392 IPC,market,35,52,male,False,charge sheeted,high,19.11966273906199,72.83248770436093,IPC,IPC 392,12,Tuesday,51-65
fir/ind/2022/3238,2022-01-01 00:00:00,2022,Indore,Madhya Pradesh,EXTORTION,threatening,Sec 383,school,25,20,female,False,charge sheeted,medium,22.64762456370497,75.93634121691493,IPC,IPC 383,0,Saturday,18-25
fir/kol/2022/3783,2022-09-07 20:37:00,2022,Kolkata,West Bengal,DOMESTIC VIOLENCE,dowry harassment,ipc 498a,market,29,67,male,False,pending trial,medium,22.57017610100896,88.37601986926448,IPC,IPC 498,20,Wednesday,65+
HYD-2018-3566,2018-01-01 00:00:00,2018,Hyderabad,Telangana,MURDER,culpable homicide,IPC-302,bank,6,15,unknown,True,under investigation,high,17.44074336668493,78.37222369883378,IPC,IPC 302,0,Monday,Under 18
fir/del/2019/2728,2019-03-12 07:00:00,2019,Delhi,Delhi,THEFT,shoplifting,378 IPC,bank,48,52,male,True,under investigation,low,28.663813140430165,77.21774089491512,IPC,IPC 378,7,Tuesday,51-65
7872/2020,2020-07-12 16:02:00,2020,Pune,Maharashtra,THEFT,mobile theft,IPC-378,highway,30,26,female,True,charge sheeted,low,18.51007292973273,73.80932391775197,IPC,IPC 378,16,Sunday,26-35
4067/2018,2018-09-18 00:00:00,2018,Guwahati,Assam,ROBBERY,armed robbery,ipc 392,residence,31,75,male,False,closed,high,26.243958283179367,91.88527308572888,IPC,IPC 392,0,Tuesday,65+
FIR/IND/2016/3610,2016-07-17 14:51:00,2016,Indore,Madhya Pradesh,VEHICLE THEFT,car theft,IPC 379,school,25,18,unknown,False,under investigation,low,22.79095464911468,75.90466544670949,IPC,IPC 379,14,Sunday,Under 18
7712/2019,2019-10-08 20:33:00,2019,Nagpur,Maharashtra,KIDNAPPING,abduction for ransom,Sec 363,railway station,1,44,female,False,closed,high,21.23998389639562,79.0704545167286,IPC,IPC 363,20,Tuesday,36-50
fir/mum/2017/3078,2017-01-01 00:00:00,2017,Mumbai,Maharashtra,KIDNAPPING,child kidnapping,363 IPC,street,35,70,female,True,charge sheeted,high,18.9405893046766,72.90767124978555,IPC,IPC 363,0,Sunday,65+
FIR/MUM/2017/5845,2017-03-29 12:50:00,2017,Mumbai,Maharashtra,VEHICLE THEFT,two wheeler,IPC 379,school,25,74,male,False,closed,low,18.995711623385127,72.93181233350457,IPC,IPC 379,12,Wednesday,65+
fir/ban/2019/3108,2019-04-23 03:04:00,2019,Bangalore,Karnataka,FRAUD/CHEATING,investment scam,420,unknown,19,63,female,False,under investigation,low,13.08090790927767,77.70615710709568,IPC,IPC 420,3,Tuesday,51-65
FIR/PAT/2016/6920,2016-04-30 19:29:00,2016,Patna,Bihar,ROBBERY,bank robbery,Sec 392,highway,26,55,male,False,closed,high,25.70309094921394,85.01016911059236,IPC,IPC 392,19,Saturday,51-65
5422/2019,2019-01-01 00:00:00,2019,Indore,Madhya Pradesh,FRAUD/CHEATING,online fraud,IPC 420,railway station,7,18,unknown,False,convicted,low,22.76451172467502,75.841345485977,IPC,IPC 420,0,Tuesday,Under 18
fir/nag/2022/5963,2022-03-16 00:00:00,2022,Nagpur,Maharashtra,EXTORTION,threatening,383 IPC,highway,24,39,female,True,charge sheeted,medium,21.11072708598199,79.08809293432434,IPC,IPC 383,0,Wednesday,36-50
fir/jai/2023/5063,2023-09-12 22:29:00,2023,Jaipur,Rajasthan,DOMESTIC VIOLENCE,physical abuse,ipc 498a,highway,7,34,unknown,True,pending trial,medium,26.82623739150937,75.75125061769475,IPC,IPC 498,22,Tuesday,26-35
3832/2023,2023-08-20 13:06:00,2023,Mumbai,Maharashtra,VEHICLE THEFT,two wheeler,MVA Sec 185,unknown,38,59,male,False,closed,low,19.148474765883552,72.92433965518829,MVA,MVA 185,13,Sunday,51-65
fir/koc/2023/1128,2023-08-19 21:16:00,2023,Kochi,Kerala,DRUG OFFENSE,trafficking,NDPS Act,unknown,3,38,female,False,under investigation,low,9.859185120791569,76.14610446857694,NDPS,NDPS,21,Saturday,36-50
DEL-2019-2036,2019-06-14 15:54:00,2019,Delhi,Delhi,FRAUD/CHEATING,online fraud,IPC 420,office,22,70,female,True,closed,low,28.78211293375061,77.22664981823623,IPC,IPC 420,15,Friday,65+
DEL-2023-4551,2023-04-25 23:15:00,2023,Delhi,Delhi,ATTEMPT TO MURDER,shooting,307 IPC,highway,9,43,female,False,charge sheeted,high,28.577096691113848,77.07031463199787,IPC,IPC 307,23,Tuesday,36-50
FIR88742017,2017-10-28 02:18:00,2017,Delhi,Delhi,BURGLARY,house breaking,457 IPC,unknown,28,39,unknown,False,under investigation,medium,28.763588340969577,77.0259377849707,IPC,IPC 457,2,Saturday,36-50
3032/2016,2016-04-11 22:37:00,2016,Pune,Maharashtra,THEFT,pickpocketing,ipc 378,school,36,33,male,False,charge sheeted,low,18.509131563497384,73.86996474271528,IPC,IPC 378,22,Monday,26-35
HYD-2015-2306,2015-06-26 00:31:00,2015,Hyderabad,Telangana,ATTEMPT TO MURDER,stabbing,IPC 307,residence,46,7,male,True,under investigation,high,17.498042777045924,78.56090649718729,IPC,IPC 307,0,Friday,Under 18
fir/kol/2018/4273,2018-05-31 01:58:00,2018,Kolkata,West Bengal,ASSAULT,simple assault,351 IPC,market,30,31,male,False,convicted,medium,22.481154132361,88.26086767877226,IPC,IPC 351,1,Thursday,26-35
FIR20142021,2021-01-01 00:00:00,2021,Kolkata,West Bengal,THEFT,mobile theft,IPC-378,office,32,56,female,False,charge sheeted,low,22.45386730928477,88.35743266956464,IPC,IPC 378,0,Friday,51-65
AHM-2021-1046,2021-01-01 00:00:00,2021,Ahmedabad,Gujarat,THEFT,mobile theft,IPC 378,office,5,39,female,True,under investigation,low,22.9406077659196,72.65254028473345,IPC,IPC 378,0,Friday,36-50
FIR/PUN/2022/2930,2022-01-05 09:31:00,2022,Pune,Maharashtra,FRAUD/CHEATING,investment scam,IPC 420,bank,47,15,female,False,under investigation,low,18.58588163363186,73.98745828941927,IPC,IPC 420,9,Wednesday,Under 18
FIR/BHU/2022/1375,2022-06-27 02:38:00,2022,Bhubaneswar,Odisha,ROBBERY,armed robbery,ipc 392,street,41,46,female,False,charge sheeted,high,20.23336805633043,85.80877862301412,IPC,IPC 392,2,Monday,36-50
fir/mum/2020/9658,2020-12-31 16:15:00,2020,Mumbai,Maharashtra,VEHICLE THEFT,car theft,MVA Sec 185,bank,1,25,female,True,pending trial,low,18.92696375110489,72.99850932933701,MVA,MVA 185,16,Thursday,18-25
FIR/MUM/2015/7885,2015-10-20 00:38:00,2015,Mumbai,Maharashtra,THEFT,pickpocketing,378 IPC,railway station,12,12,male,True,charge sheeted,low,19.04677728329124,72.76767959397708,IPC,IPC 378,0,Tuesday,Under 18
FIR28842015,2015-07-11 22:13:00,2015,Nagpur,Maharashtra,ROBBERY,bank robbery,ipc 392,office,34,71,unknown,False,convicted,high,21.107842279269978,78.94390899644998,IPC,IPC 392,22,Saturday,65+
MUM-2022-6141,2022-11-21 20:28:00,2022,Mumbai,Maharashtra,CYBER CRIME,identity theft,Sec 66 IT Act,street,46,20,female,False,closed,low,19.062662291814355,72.86905377422092,IT,IT 66,20,Monday,18-25
9582/2023,2023-01-01 00:00:00,2023,Delhi,Delhi,BURGLARY,house breaking,Sec. 457,highway,3,55,male,False,under investigation,medium,28.7868051645565,77.06599293722022,IPC,IPC 457,0,Sunday,51-65
FIR/PAT/2015/3195,2015-03-31 00:00:00,2015,Patna,Bihar,FRAUD/CHEATING,bank fraud,IPC-420,railway station,3,29,unknown,True,closed,low,25.60454268039924,85.25816405028259,IPC,IPC 420,0,Tuesday,26-35
KOC-2017-4581,2017-09-23 11:49:00,2017,Kochi,Kerala,FRAUD/CHEATING,online fraud,ipc 420,unknown,15,9,male,False,under investigation,low,10.045094899487056,76.21806045581525,IPC,IPC 420,11,Saturday,Under 18
fir/kol/2020/1218,2020-05-15 00:11:00,2020,Kolkata,West Bengal,THEFT,shoplifting,IPC-378,market,1,6,unknown,False,pending trial,low,22.695913354094067,88.41759949392193,IPC,IPC 378,0,Friday,Under 18
FIR/HYD/2023/3975,2023-03-19 21:11:00,2023,Hyderabad,Telangana,ASSAULT,simple assault,351 IPC,highway,34,12,male,True,charge sheeted,medium,17.332564252834064,78.62865710047515,IPC,IPC 351,21,Sunday,Under 18
CHA-2015-6736,2015-08-07 02:17:00,2015,Chandigarh,Punjab,ROBBERY,bank robbery,ipc 392,market,16,29,unknown,False,charge sheeted,high,30.772633532513385,76.81001107077536,IPC,IPC 392,2,Friday,26-35
FIR85892019,2019-07-23 11:25:00,2019,Hyderabad,Telangana,THEFT,mobile theft,IPC-378,school,29,19,male,False,charge sheeted,low,17.40742125177897,78.40425717704119,IPC,IPC 378,11,Tuesday,18-25
FIR60642018,2018-05-08 00:37:00,2018,Mumbai,Maharashtra,THEFT,pickpocketing,IPC-378,school,38,59,unknown,True,convicted,low,19.15939257499098,72.8001300781025,IPC,IPC 378,0,Tuesday,51-65
DEL-2019-5156,2019-01-24 12:41:00,2019,Delhi,Delhi,VEHICLE THEFT,two wheeler,ipc 379,street,19,54,unknown,True,charge sheeted,low,28.65129954382096,77.14594795291906,IPC,IPC 379,12,Thursday,51-65
9517/2015,2015-11-30 23:21:00,2015,Surat,Gujarat,DRUG OFFENSE,possession,Sec 20 NDPS,residence,25,46,male,False,convicted,low,21.04802567829805,72.85100045123167,NDPS,NDPS 20,23,Monday,36-50
AHM-2018-7001,2018-12-23 13:41:00,2018,Ahmedabad,Gujarat,ROBBERY,armed robbery,IPC 392,atm,26,14,female,False,closed,high,23.154220558435732,72.60364988377324,IPC,IPC 392,13,Sunday,Under 18
2412/2016,2016-11-03 21:34:00,2016,Mumbai,Maharashtra,THEFT,pickpocketing,ipc 378,school,28,5,female,False,closed,low,19.19481074627441,72.88557296105144,IPC,IPC 378,21,Thursday,Under 18
5412/2018,2018-06-07 18:59:00,2018,Bhopal,Madhya Pradesh,RIOTING,communal riot,147 IPC,residence,3,11,unknown,False,acquitted,medium,23.2756780162946,77.45022688170988,IPC,IPC 147,18,Thursday,Under 18
FIR95642015,2015-06-29 16:14:00,2015,Chennai,Tamil Nadu,THEFT,pickpocketing,378 IPC,residence,34,36,male,False,pending trial,low,13.207800457110466,80.34583332537339,IPC,IPC 378,16,Monday,36-50
FIR26242018,2018-07-12 06:16:00,2018,Delhi,Delhi,OTHER IPC OFFENSE,public nuisance,IPC 151,atm,37,51,male,False,pending trial,low,28.6226091149102,77.23133519363559,IPC,IPC 151,6,Thursday,51-65
FIR/KOC/2020/1475,2020-07-24 00:00:00,2020,Kochi,Kerala,ASSAULT,simple assault,ipc 351,street,41,46,unknown,True,acquitted,medium,9.906807653462666,76.11965249931562,IPC,IPC 351,0,Friday,36-50
BAN-2022-3466,2022-01-31 05:38:00,2022,Bangalore,Karnataka,THEFT,shoplifting,ipc 378,school,2,5,male,False,closed,low,12.945568185581742,77.49081398924177,IPC,IPC 378,5,Monday,Under 18
fir/ban/2016/2493,2016-07-24 13:13:00,2016,Bangalore,Karnataka,ASSAULT,grievous hurt,IPC 352,unknown,19,40,male,True,pending trial,medium,12.868241258593963,77.49982670761383,IPC,IPC 352,13,Sunday,36-50
FIR18992018,2018-09-13 00:00:00,2018,Chennai,Tamil Nadu,KIDNAPPING,abduction for ransom,IPC 363,bank,16,57,unknown,False,charge sheeted,high,13.04946641893868,80.3596633518753,IPC,IPC 363,0,Thursday,51-65
NAG-2018-4251,2018-09-21 00:00:00,2018,Nagpur,Maharashtra,ASSAULT,grievous hurt,Sec. 351,highway,10,65,male,False,charge sheeted,medium,21.01360745605696,79.05579434108402,IPC,IPC 351,0,Friday,51-65
FIR21792023,2023-03-30 00:00:00,2023,Lucknow,Uttar Pradesh,RAPE/SEXUAL ASSAULT,sexual assault,376 IPC,bank,35,28,female,False,under investigation,high,26.873876017162942,80.84338655777026,IPC,IPC 376,0,Thursday,26-35
fir/jai/2015/5318,2015-01-01 00:00:00,2015,Jaipur,Rajasthan,RIOTING,communal riot,IPC 148,highway,27,42,female,False,closed,medium,26.91786017982975,75.92769896570641,IPC,IPC 148,0,Thursday,36-50
fir/kol/2017/3578,2017-07-08 14:17:00,2017,Kolkata,West Bengal,THEFT,chain snatching,ipc 378,street,5,27,female,True,closed,low,22.64106632479443,88.4647056832122,IPC,IPC 378,14,Saturday,26-35
3402/2023,2023-01-18 03:37:00,2023,Mumbai,Maharashtra,THEFT,shoplifting,ipc 378,residence,19,65,male,False,under investigation,low,19.03262522589608,72.8232948289852,IPC,IPC 378,3,Wednesday,51-65
FIR94592019,2019-07-04 00:00:00,2019,Bangalore,Karnataka,ROBBERY,unarmed robbery,Sec 392,street,20,59,male,True,pending trial,high,12.824799467203968,77.59363707600441,IPC,IPC 392,0,Thursday,51-65
FIR/MUM/2017/3580,2017-03-23 00:53:00,2017,Mumbai,Maharashtra,ASSAULT,road rage,IPC 352,street,24,19,female,False,charge sheeted,medium,19.116823174564274,72.76674606698053,IPC,IPC 352,0,Thursday,18-25
FIR/KOC/2018/2540,2018-08-12 22:52:00,2018,Kochi,Kerala,BURGLARY,night burglary,IPC 457,street,23,16,male,True,under investigation,medium,9.797513039364787,76.40187058683335,IPC,IPC 457,22,Sunday,Under 18
FIR26942015,2015-01-01 00:00:00,2015,Nagpur,Maharashtra,DOMESTIC VIOLENCE,dowry harassment,498-A IPC,railway station,21,28,female,False,convicted,medium,21.06409686649282,79.14253296090916,IPC,IPC 498,0,Thursday,26-35
fir/che/2015/5918,2015-01-01 00:00:00,2015,Chennai,Tamil Nadu,THEFT,shoplifting,IPC 378,bank,48,64,male,False,closed,low,13.134660476702486,80.26739954037113,IPC,IPC 378,0,Thursday,51-65
fir/bho/2020/7633,2020-04-07 13:22:00,2020,Bhopal,Madhya Pradesh,ROBBERY,armed robbery,IPC-392,office,38,39,male,False,closed,high,23.2593032591854,77.41643164113685,IPC,IPC 392,13,Tuesday,36-50
fir/guw/2016/8148,2016-02-08 18:15:00,2016,Guwahati,Assam,DOMESTIC VIOLENCE,physical abuse,ipc 498a,highway,22,16,unknown,False,acquitted,medium,26.14075732260088,91.8418211163886,IPC,IPC 498,18,Monday,Under 18
fir/ahm/2019/3213,2019-04-18 23:32:00,2019,Ahmedabad,Gujarat,THEFT,shoplifting,IPC 378,office,8,48,male,False,closed,low,22.89724912498685,72.58828438979988,IPC,IPC 378,23,Thursday,36-50
DEL-2017-6901,2017-12-03 11:34:00,2017,Delhi,Delhi,VEHICLE THEFT,two wheeler,MVA Sec 185,residence,22,24,male,False,under investigation,low,28.650588118778085,77.16892012141555,MVA,MVA 185,11,Sunday,18-25
FIR/GUW/2023/8275,2023-12-01 00:00:00,2023,Guwahati,Assam,CYBER CRIME,social media abuse,66C IT Act,unknown,19,76,male,False,charge sheeted,low,26.00747582684482,91.7996191665881,IT,IT 66,0,Friday,65+
4832/2023,2023-03-23 18:41:00,2023,Patna,Bihar,ATTEMPT TO MURDER,shooting,307 IPC,market,12,38,female,False,convicted,high,25.56077945458728,85.25422894023026,IPC,IPC 307,18,Thursday,36-50
6252/2016,2016-09-15 05:06:00,2016,Ahmedabad,Gujarat,THEFT,mobile theft,378 IPC,bank,31,12,male,False,charge sheeted,low,22.90219276418169,72.66202372806676,IPC,IPC 378,5,Thursday,Under 18
FIR25442020,2020-12-27 17:23:00,2020,Mumbai,Maharashtra,THEFT,shoplifting,IPC-378,unknown,44,55,female,False,charge sheeted,low,19.210545548753714,72.94255222588133,IPC,IPC 378,17,Sunday,51-65
LUC-2017-2726,2017-01-01 00:00:00,2017,Lucknow,Uttar Pradesh,BURGLARY,house breaking,Sec. 457,residence,8,54,male,True,charge sheeted,medium,26.81570348354642,81.06711570809166,IPC,IPC 457,0,Sunday,51-65
FIR/KOL/2019/5430,2019-01-01 00:00:00,2019,Kolkata,West Bengal,KIDNAPPING,child kidnapping,Sec 363,school,39,5,male,False,pending trial,high,22.48979777977528,88.25400306961852,IPC,IPC 363,0,Tuesday,Under 18
FIR/IND/2022/6155,2022-06-06 00:00:00,2022,Indore,Madhya Pradesh,MURDER,culpable homicide,302 IPC,railway station,46,27,unknown,False,under investigation,high,22.78940723299336,75.95570989522594,IPC,IPC 302,0,Monday,26-35
FIR/KOL/2021/8415,2021-05-19 17:09:00,2021,Kolkata,West Bengal,ASSAULT,grievous hurt,Sec. 351,atm,35,65,male,True,under investigation,medium,22.62176075834557,88.23040581056198,IPC,IPC 351,17,Wednesday,51-65
FIR76142020,2020-01-01 00:00:00,2020,Mumbai,Maharashtra,ASSAULT,simple assault,Sec. 351,office,7,32,female,True,closed,medium,18.973356528499902,72.76234179656645,IPC,IPC 351,0,Wednesday,26-35
DEL-2016-1056,2016-01-03 13:46:00,2016,Delhi,Delhi,ASSAULT,simple assault,IPC 351,office,47,29,male,False,closed,medium,28.5868708363366,76.95936772088493,IPC,IPC 351,13,Sunday,26-35
fir/kan/2019/8673,2019-12-23 18:42:00,2019,Kanpur,Uttar Pradesh,ASSAULT,grievous hurt,ipc 351,highway,2,12,male,False,closed,medium,26.43235522395152,80.43458337360553,IPC,IPC 351,18,Monday,Under 18
FIR24592021,2021-11-19 00:00:00,2021,Mumbai,Maharashtra,THEFT,pickpocketing,378,bank,48,61,male,False,under investigation,low,18.94014595731682,72.73516488174052,IPC,IPC 378,0,Friday,51-65
FIR/HYD/2019/4265,2019-03-23 19:33:00,2019,Hyderabad,Telangana,BURGLARY,night burglary,ipc 457,school,27,67,male,False,charge sheeted,medium,17.359805283255945,78.33868177016687,IPC,IPC 457,19,Saturday,65+
KAN-2023-2991,2023-04-13 04:00:00,2023,Kanpur,Uttar Pradesh,ASSAULT,simple assault,ipc 351,bank,7,44,male,False,charge sheeted,medium,26.36117006276367,80.41106164673353,IPC,IPC 351,4,Thursday,36-50
fir/ind/2019/7523,2019-09-19 00:00:00,2019,Indore,Madhya Pradesh,THEFT,chain snatching,378 IPC,office,15,30,male,False,under investigation,low,22.82191725388485,75.99080311086144,IPC,IPC 378,0,Thursday,26-35
fir/mum/2023/4908,2023-01-16 19:27:00,2023,Mumbai,Maharashtra,FRAUD/CHEATING,investment scam,ipc 420,railway station,12,79,female,False,charge sheeted,low,19.192176803217414,73.00460950386422,IPC,IPC 420,19,Monday,65+
FIR/MUM/2017/1095,2017-01-01 17:18:00,2017,Mumbai,Maharashtra,ASSAULT,simple assault,351 IPC,school,46,26,female,False,under investigation,medium,19.07334129422604,72.99762495864618,IPC,IPC 351,17,Sunday,26-35
FIR93142022,2022-08-07 07:32:00,2022,Mumbai,Maharashtra,ROBBERY,unarmed robbery,Sec 392,office,18,66,male,False,acquitted,high,19.15539128504664,72.99942213986711,IPC,IPC 392,7,Sunday,65+
4407/2023,2023-02-19 04:53:00,2023,Chennai,Tamil Nadu,FRAUD/CHEATING,upi fraud,420 IPC,market,45,26,female,False,under investigation,low,12.957455672675865,80.15757470049444,IPC,IPC 420,4,Sunday,26-35
7042/2016,2016-11-27 08:31:00,2016,Delhi,Delhi,BURGLARY,shop breaking,Sec. 457,highway,45,29,female,False,acquitted,medium,28.64340438284632,76.98165717828479,IPC,IPC 457,8,Sunday,26-35
KOL-2021-2976,2021-12-19 01:17:00,2021,Kolkata,West Bengal,ASSAULT,road rage,ipc 351,residence,19,77,male,False,under investigation,medium,22.57376985169402,88.34449937007207,IPC,IPC 351,1,Sunday,65+
KAN-2023-9236,2023-05-08 18:47:00,2023,Kanpur,Uttar Pradesh,THEFT,chain snatching,IPC-378,school,11,23,male,True,pending trial,low,26.589389093354868,80.38468087116202,IPC,IPC 378,18,Monday,18-25
MUM-2021-1026,2021-09-21 01:24:00,2021,Mumbai,Maharashtra,CYBER CRIME,hacking,Sec 66 IT Act,market,34,55,male,False,under investigation,low,19.040615983597444,72.92634094977883,IT,IT 66,1,Tuesday,51-65
