fir_number,date_reported,year,city,state,primary_crime_type,description,ipc_section,location_type,beat_zone,victim_age,victim_gender,arrest_made,case_status,severity,latitude,longitude
JAI-2016-2201,2016-01-03 08:44:00,2016,Jaipur,Rajasthan,BURGLARY,HOUSE BREAKING,Sec. 457,SCHOOL,34.0,57.0,Female,N,Under Investigation,Medium,26.764863677421744,75.77281183415049
fir/nag/2015/2433,2015-06-16 18:43:00,2015,Nagpur,Maharashtra,KIDNAPPING,Child Kidnapping,363 IPC,,27.0,,FEMALE,,PENDING TRIAL,High,21.23766238136594,79.10979059133868
FIR/GUW/2021/5115,09-01-2021,2021,Guwahati,Assam,ROBBERY,Unarmed Robbery,IPC-392,BANK,38.0,55.0,female,,Pending Trial,HIGH,26.045045804585122,91.64376133020492
IND-2019-6416,16/08/2019 23:15:00,2019,Indore,Madhya Pradesh,VEHICLE THEFT,CAR THEFT,379 IPC,STREET,36.0,78.0,Male,,CHARGE SHEETED,Low,22.63043288098593,75.94134730296413
fir/luc/2022/1353,2022-10-24 10:26:00,2022,Lucknow,Uttar Pradesh,KIDNAPPING,Abduction for Ransom,363 IPC,ATM,4.0,5.0,f,,Convicted,High,26.730535594392215,81.04934058469546
fir/pun/2020/1258,08/23/2020 02:00:00,2020,Pune,Maharashtra,OTHER IPC OFFENSE,Public Nuisance,Other IPC,MARKET,23.0,41.0,,No,PENDING TRIAL,Low,18.566314610714553,73.89117230554275
DEL-2022-9821,10/04/22 17:36,2022,Delhi,Delhi,DOMESTIC VIOLENCE,Dowry Harassment,498-A IPC,MARKET,40.0,5.0,male,No,,MEDIUM,28.59693517856277,76.96226909768994
5462/2023,1691673660,2023,Patna,Bihar,HUMAN TRAFFICKING,Labour Trafficking,IPC 370,ATM,,37.0,Female,No,UNDER INVESTIGATION,High,25.466671251858106,85.10166318209203
FIR/BHO/2018/8960,13/09/2018 04:27:00,2018,Bhopal,Madhya Pradesh,FRAUD/CHEATING,online fraud,ipc 420,RAILWAY STATION,32.0,69.0,Male,No,CHARGE SHEETED,Low,23.140554686892774,77.38623772917158
FIR/BAN/2019/6440,18/10/2019 02:15:00,2019,Bangalore,Karnataka,DOMESTIC VIOLENCE,PHYSICAL ABUSE,Sec 498A,Bank,,31.0,f,NO,PENDING TRIAL,MEDIUM,12.855266029309462,77.60968049786912
6347/2020,08-09-2020,2020,Mumbai,Maharashtra,FRAUD/CHEATING,BANK FRAUD,IPC-420,Highway,11.0,47.0,Female,NO,PENDING TRIAL,Low,19.078757632460643,72.78093152268363
NAG-2015-6986,06/02/2015 01:46:00,2015,Nagpur,Maharashtra,ASSAULT,simple assault,ipc 351,OFFICE,8.0,47.0,F,Yes,closed,Medium,,
BAN-2021-4076,14 December 2021 01:06 PM,2021,Bangalore,Karnataka,VEHICLE THEFT,Two Wheeler,MVA Sec 185,,5.0,33.0,Male,No,closed,Low,12.899506434896512,77.60428419625892
FIR/CHE/2018/1690,03/16/2018 06:05:00,2018,Chennai,Tamil Nadu,ATTEMPT TO MURDER,Shooting,ipc 307,Highway,10.0,,,no,closed,high,13.139920854202291,80.17458941912221
FIR52092021,2021-04-15 08:48:00,2021,Chennai,Tamil Nadu,RAPE/SEXUAL ASSAULT,RAPE,ipc 376,Highway,29.0,73.0,m,True,CONVICTED,High,13.191767548369693,80.36090969568728
fir/koc/2023/4023,04/04/2023 06:16:00,2023,Kochi,Kerala,FRAUD/CHEATING,BANK FRAUD,ipc 420,Market,42.0,41.0,,no,under investigation,Low,10.014783254648103,76.31233235780631
DEL-2023-4696,24/03/2023 09:03:00,2023,Delhi,Delhi,KIDNAPPING,Abduction for Ransom,ipc 363,street,,58.0,Male,,Acquitted,High,28.55883280536669,77.11433709051491
FIR/CHE/2020/4930,11/07/2020 03:03:00,2020,Chennai,Tamil Nadu,ROBBERY,Armed Robbery,IPC 392,STREET,1.0,6.0,M,n,charge sheeted,HIGH,,
6362/2017,02/10/2017 17:46:00,2017,Bangalore,Karnataka,ATTEMPT TO MURDER,stabbing,Sec 307,ATM,38.0,68.0,m,True,,high,13.007100986411228,77.71805323417894
fir/nag/2023/6873,2023-09-02 19:10:00,2023,Nagpur,Maharashtra,BURGLARY,House Breaking,Sec. 457,Residence,,66.0,Male,,closed,Medium,21.072022561657928,79.09977021536159
fir/hyd/2021/3573,29/09/21 18:43,2021,Hyderabad,Telangana,ASSAULT,GRIEVOUS HURT,ipc 351,Railway Station,,69.0,M,N,under investigation,Medium,17.311105782202763,78.60086751734443
fir/ind/2017/6833,2017-01-14 08:05:00,2017,Indore,Madhya Pradesh,FRAUD/CHEATING,Bank Fraud,IPC 420,OFFICE,48.0,,M,Yes,Under Investigation,Low,22.57516837796668,75.86609653439707
FIR69292020,2020-12-05 22:05:00,2020,Ahmedabad,Gujarat,DRUG OFFENSE,Possession,NDPS Act,RAILWAY STATION,,62.0,Male,False,charge sheeted,LOW,23.063102008374187,72.65829213196422
JAI-2016-4186,05/28/2016 05:09:00,2016,Jaipur,Rajasthan,BURGLARY,Shop Breaking,457 IPC,HIGHWAY,11.0,61.0,MALE,TRUE,Charge Sheeted,Medium,26.931657028510646,75.90526518548923
KOL-2021-8266,07/26/2021 05:30:00,2021,Kolkata,West Bengal,DOMESTIC VIOLENCE,Physical Abuse,ipc 498a,STREET,17.0,69.0,,,Acquitted,MEDIUM,,
FIR10192019,14-01-2019,2019,Guwahati,Assam,DRUG OFFENSE,possession,NDPS Act,RAILWAY STATION,2.0,57.0,,No,charge sheeted,LOW,26.23869401536633,91.69885310390166
KOL-2017-9656,25/02/2017 17:31:00,2017,Kolkata,West Bengal,THEFT,Pickpocketing,IPC-378,STREET,3.0,7.0,FEMALE,NO,CHARGE SHEETED,Low,22.574005808496512,88.44788576139483
fir/mum/2020/3953,2020-08-18 10:00:00,2020,Mumbai,Maharashtra,ASSAULT,GRIEVOUS HURT,IPC 351,RESIDENCE,21.0,33.0,M,NO,Under Investigation,Medium,19.174751566045458,72.79836728099869
FIR47142018,01/08/2018 19:11:00,2018,Mumbai,Maharashtra,THEFT,Shoplifting,IPC 378,RESIDENCE,,70.0,Male,No,CONVICTED,Low,19.15843303346425,72.80409651852258
fir/mum/2015/9343,26/07/2015 05:39:00,2015,Mumbai,Maharashtra,ASSAULT,SIMPLE ASSAULT,ipc 351,STREET,27.0,60.0,male,NO,under investigation,Medium,19.045990570591943,72.82746681951355
FIR22492022,2022-06-18 18:18:00,2022,Ahmedabad,Gujarat,BURGLARY,Night Burglary,457 IPC,ATM,20.0,17.0,f,,CHARGE SHEETED,Medium,22.89135183765729,72.52536814262471
FIR23242015,07 April 2015 05:49 AM,2015,Chennai,Tamil Nadu,ARSON,PROPERTY FIRE,IPC 436,Bank,49.0,59.0,MALE,,UNDER INVESTIGATION,High,13.088161124724204,80.25290207345175
fir/bho/2015/2518,1438423560,2015,Bhopal,Madhya Pradesh,KIDNAPPING,Abduction for Ransom,ipc 363,Street,41.0,60.0,m,NO,UNDER INVESTIGATION,High,23.20204621614958,77.42726162909426
fir/che/2015/8893,28/01/15 14:44,2015,Chennai,Tamil Nadu,EXTORTION,ONLINE EXTORTION,Sec 383,Market,3.0,68.0,,N,CLOSED,medium,13.137009010264626,80.15532972982396
6187/2019,21-07-2019,2019,Chennai,Tamil Nadu,ROBBERY,Armed Robbery,IPC 392,Street,36.0,24.0,M,,Acquitted,HIGH,12.953881125673602,80.26964455036932
fir/luc/2015/6113,2015-11-28 23:34:00,2015,Lucknow,Uttar Pradesh,FRAUD/CHEATING,online fraud,420,Railway Station,20.0,11.0,Male,,,Low,26.906638467694993,80.93200334746723
FIR21942015,03/20/2015 15:48:00,2015,Mumbai,Maharashtra,ASSAULT,GRIEVOUS HURT,IPC 351,School,20.0,17.0,M,yes,PENDING TRIAL,Medium,19.030746274394378,72.91883728049753
FIR54092020,2020-03-21 09:09:00,2020,Kolkata,West Bengal,FRAUD/CHEATING,online fraud,IPC 420,Street,16.0,33.0,M,,closed,Low,22.493795822960806,88.43623260795559
FIR/NAG/2020/1510,1578614100,2020,Nagpur,Maharashtra,VEHICLE THEFT,two wheeler,MVA Sec 185,STREET,34.0,63.0,Male,,Charge Sheeted,Low,,
FIR26992015,17-07-2015,2015,Guwahati,Assam,DOMESTIC VIOLENCE,Mental Cruelty,Sec 498A,Office,17.0,,Female,Y,CLOSED,MEDIUM,26.1827361827163,91.71798109982284
FIR62742020,05/01/2020 13:32:00,2020,Delhi,Delhi,DRUG OFFENSE,POSSESSION,Sec 20 NDPS,BANK,27.0,12.0,Female,y,Acquitted,LOW,28.660120764437284,77.02336879115843
KOL-2022-2231,17/03/2022 04:41:00,2022,Kolkata,West Bengal,DACOITY,GANG ROBBERY,395 IPC,MARKET,34.0,8.0,M,YES,Acquitted,High,22.432784579640686,88.37087230132872
8512/2020,25/03/2020 01:24:00,2020,Mumbai,Maharashtra,DOMESTIC VIOLENCE,Mental Cruelty,498-A IPC,STREET,42.0,77.0,Male,n,CLOSED,MEDIUM,19.11412081205359,72.90926840633792
FIR70992020,07-03-2020,2020,Bangalore,Karnataka,DRUG OFFENSE,possession,ndps act,Residence,,57.0,m,,,LOW,13.103809422242785,77.57117352697438
fir/pun/2015/5273,2015-10-17 19:48:00,2015,Pune,Maharashtra,DOMESTIC VIOLENCE,Dowry Harassment,ipc 498a,OFFICE,16.0,71.0,Female,,charge sheeted,MEDIUM,18.414137886187603,73.9807779585839
3202/2016,10/12/2016 18:39:00,2016,Kolkata,West Bengal,ROBBERY,Bank Robbery,Sec 392,Bank,13.0,44.0,Female,no,under investigation,HIGH,22.565630226736047,88.26843770023719
FIR/HYD/2021/8395,14-04-2021,2021,Hyderabad,Telangana,DRUG OFFENSE,Peddling,ndps act,Highway,8.0,,MALE,No,under investigation,LOW,17.271789326739516,78.59466599904823
fir/jai/2019/5768,04/03/2019 00:08:00,2019,Jaipur,Rajasthan,ASSAULT,Road Rage,ipc 351,Street,2.0,74.0,Male,No,Pending Trial,Medium,,
fir/nag/2023/3968,26/11/2023 19:39:00,2023,Nagpur,Maharashtra,FRAUD/CHEATING,ONLINE FRAUD,IPC 420,School,2.0,57.0,M,YES,Charge Sheeted,Low,21.03643277006118,79.18207129166193
FIR80592017,11-10-2017,2017,Mumbai,Maharashtra,ASSAULT,simple assault,ipc 351,Bank,18.0,42.0,M,no,Charge Sheeted,Medium,18.929268511617476,72.76141584664069
fir/pat/2021/1073,2021-02-08 07:42:00,2021,Patna,Bihar,ASSAULT,Simple Assault,ipc 351,Office,6.0,22.0,Female,no,UNDER INVESTIGATION,Medium,25.68433152711745,84.99091232787609
fir/ahm/2018/2843,31-08-2018,2018,Ahmedabad,Gujarat,DOMESTIC VIOLENCE,DOWRY HARASSMENT,DV Act 2005,RAILWAY STATION,42.0,76.0,MALE,False,UNDER INVESTIGATION,MEDIUM,22.934603479296523,72.43815802330185
fir/kol/2022/7538,02/12/2022 02:54:00,2022,Kolkata,West Bengal,FRAUD/CHEATING,online fraud,IPC-420,ATM,10.0,43.0,Male,,,Low,22.67299831795453,88.43131031335683
fir/ban/2015/3228,03 October 2015 01:04 PM,2015,Bangalore,Karnataka,THEFT,MOBILE THEFT,378,BANK,12.0,42.0,M,,closed,Low,13.10246348280738,77.53866127190891
FIR21192018,03/06/2018 22:48:00,2018,Pune,Maharashtra,VEHICLE THEFT,CAR THEFT,379 IPC,ATM,6.0,56.0,Male,no,CONVICTED,Low,,
FIR96692016,15/06/16 20:08,2016,Pune,Maharashtra,ASSAULT,Road Rage,ipc 351,Street,32.0,26.0,Male,no,UNDER INVESTIGATION,Medium,18.405095333484038,73.82000205843526
LUC-2015-1436,17 November 2015 09:04 AM,2015,Lucknow,Uttar Pradesh,THEFT,MOBILE THEFT,378,,45.0,46.0,male,FALSE,,Low,26.71289955111205,81.01938565125212
8557/2022,01/02/22 16:31,2022,Lucknow,Uttar Pradesh,RAPE/SEXUAL ASSAULT,RAPE,IPC 376,MARKET,40.0,13.0,Male,False,CONVICTED,High,26.722493281589937,80.81477728052805
FIR28792020,25/02/2020 04:31:00,2020,Kolkata,West Bengal,ROBBERY,Bank Robbery,392 IPC,OFFICE,41.0,15.0,FEMALE,no,CLOSED,HIGH,22.65762395260321,88.50667720510258
fir/hyd/2022/3368,19/12/2022 04:20:00,2022,Hyderabad,Telangana,FRAUD/CHEATING,online fraud,ipc 420,OFFICE,13.0,37.0,Female,Yes,CHARGE SHEETED,Low,17.354581197157138,78.62453557800093
FIR/BAN/2020/1325,13/09/20 20:49,2020,Bangalore,Karnataka,RAPE/SEXUAL ASSAULT,SEXUAL ASSAULT,POCSO Act,Railway Station,22.0,5.0,M,,PENDING TRIAL,High,12.898817937274853,77.6164777512541
JAI-2016-2621,04/03/16 03:07,2016,Jaipur,Rajasthan,DRUG OFFENSE,TRAFFICKING,Sec 20 NDPS,Office,16.0,33.0,Unknown,False,CHARGE SHEETED,LOW,27.030194645125334,75.78853316161059
AHM-2021-2781,26/10/21 07:21,2021,Ahmedabad,Gujarat,BURGLARY,HOUSE BREAKING,457 IPC,Street,2.0,41.0,m,no,closed,Medium,23.037421382760055,72.49476292289026
AHM-2016-5406,1462082340,2016,Ahmedabad,Gujarat,DACOITY,Armed Dacoity,ipc 395,OFFICE,30.0,54.0,Female,No,Acquitted,High,23.062672611668187,72.5314040891087
FIR/CHE/2023/4150,1703789580,2023,Chennai,Tamil Nadu,HUMAN TRAFFICKING,LABOUR TRAFFICKING,ipc 370,SCHOOL,43.0,16.0,Male,,Convicted,High,,
fir/del/2020/6938,12/27/2020 20:13:00,2020,Delhi,Delhi,OTHER IPC OFFENSE,Public Nuisance,Other IPC,ATM,30.0,63.0,Male,No,CLOSED,Low,28.75830287779873,76.97088625734526
2207/2023,02/10/2023 05:50:00,2023,Mumbai,Maharashtra,DRUG OFFENSE,Trafficking,Sec 20 NDPS,,30.0,52.0,M,,UNDER INVESTIGATION,LOW,19.109401762888805,72.82602935265598
DEL-2017-2451,19-09-2017,2017,Delhi,Delhi,ASSAULT,Road Rage,351 IPC,Street,26.0,41.0,Male,no,CONVICTED,Medium,28.73724492996245,77.11334161998107
7447/2023,29/06/2023 21:16:00,2023,Ahmedabad,Gujarat,KIDNAPPING,Abduction for Ransom,363 IPC,ATM,28.0,65.0,male,,CLOSED,High,22.959895775027256,72.57981356707099
fir/bho/2018/4448,16/04/2018 06:29:00,2018,Bhopal,Madhya Pradesh,BURGLARY,house breaking,ipc 457,SCHOOL,36.0,69.0,Male,N,CLOSED,Medium,23.349907375712974,77.34800510025143
FIR/JAI/2021/6745,2021-07-26 18:00:00,2021,Jaipur,Rajasthan,FRAUD/CHEATING,UPI Fraud,Sec 420,Residence,21.0,,f,y,,Low,27.00720274842883,75.85411557697027
KOL-2018-9296,16/02/2018 21:26:00,2018,Kolkata,West Bengal,COUNTERFEITING,Document Forgery,IPC 489A,RESIDENCE,14.0,,MALE,,charge sheeted,Low,22.60766392675955,88.4661032228496
5027/2021,16-06-2021,2021,Delhi,Delhi,BURGLARY,House Breaking,IPC 457,Railway Station,5.0,6.0,Male,FALSE,UNDER INVESTIGATION,Medium,28.775258967353853,77.16237475507108
FIR/PAT/2020/5735,04/06/2020 00:50:00,2020,Patna,Bihar,BURGLARY,House Breaking,457 IPC,STREET,11.0,10.0,Male,,Under Investigation,Medium,25.62146399416533,85.17545652038173
FIR/DEL/2017/9500,09 June 2017 01:36 PM,2017,Delhi,Delhi,RIOTING,Political Violence,IPC 148,Highway,7.0,31.0,,no,Convicted,Medium,28.68910290749483,77.14764112677722
FIR99742020,1606505820,2020,Chennai,Tamil Nadu,KIDNAPPING,Abduction for Ransom,ipc 363,street,35.0,45.0,Male,False,under investigation,High,13.225087333711294,80.16634220521708
FIR/JAI/2019/3665,2019-06-12 05:45:00,2019,Jaipur,Rajasthan,KIDNAPPING,ABDUCTION FOR RANSOM,363 IPC,street,31.0,70.0,,YES,,High,26.77185926438755,75.92390636820501
GUW-2022-4326,1670938020,2022,Guwahati,Assam,ATTEMPT TO MURDER,Shooting,IPC 307,Highway,15.0,34.0,FEMALE,,Pending Trial,high,26.27688738965497,91.66656682501171
MUM-2020-1731,09-10-2020,2020,Mumbai,Maharashtra,FRAUD/CHEATING,Online Fraud,420 IPC,street,30.0,30.0,m,Y,Closed,Low,19.034782582013605,72.89692274558323
4937/2020,2020-01-08 18:04:00,2020,Delhi,Delhi,FRAUD/CHEATING,ONLINE FRAUD,IPC 420,Bank,34.0,54.0,Female,n,CHARGE SHEETED,Low,28.62731474905484,77.03913777058477
3437/2018,03/07/18 08:23,2018,Patna,Bihar,ATTEMPT TO MURDER,SHOOTING,307 IPC,,29.0,71.0,M,yes,Convicted,high,25.610094000913048,85.03454034630519
FIR94942023,1703404080,2023,Bangalore,Karnataka,CYBER CRIME,Social Media Abuse,it act 66,Residence,35.0,35.0,Male,YES,under investigation,low,12.866465693197597,77.6483196524419
FIR54142021,1620006900,2021,Chennai,Tamil Nadu,ASSAULT,ROAD RAGE,351 IPC,Bank,,10.0,MALE,YES,Under Investigation,Medium,12.983631323342886,80.40321948505411
fir/kan/2023/4118,1675207860,2023,Kanpur,Uttar Pradesh,EXTORTION,Threatening,Sec 383,RAILWAY STATION,48.0,58.0,Male,no,,medium,26.409146925871585,80.37087044760223
FIR94942022,1649064120,2022,Kochi,Kerala,FRAUD/CHEATING,BANK FRAUD,420 IPC,OFFICE,36.0,,Female,n,closed,Low,10.05693532842201,76.14370303915959
CHE-2020-9401,2020-04-10 04:25:00,2020,Chennai,Tamil Nadu,ROBBERY,Armed Robbery,Sec 392,Office,41.0,21.0,Female,N,CHARGE SHEETED,HIGH,12.956028012935548,80.23617431670125
SUR-2023-4146,08/04/2023 07:56:00,2023,Surat,Gujarat,RAPE/SEXUAL ASSAULT,SEXUAL ASSAULT,ipc 376,MARKET,36.0,65.0,Male,no,charge sheeted,High,21.27252349229726,72.96489465873525
KOC-2019-7026,08/04/2019 21:39:00,2019,Kochi,Kerala,KIDNAPPING,Child Kidnapping,ipc 363,RAILWAY STATION,44.0,12.0,Female,No,under investigation,High,10.050175885352518,76.36754634959127
fir/ind/2023/2688,16/06/2023 11:57:00,2023,Indore,Madhya Pradesh,DOMESTIC VIOLENCE,physical abuse,IPC 498A,street,26.0,21.0,m,no,UNDER INVESTIGATION,MEDIUM,22.849536388972986,75.92960893618852
8507/2017,17-02-2017,2017,Bangalore,Karnataka,ASSAULT,SIMPLE ASSAULT,Sec. 351,OFFICE,1.0,20.0,Female,NO,CLOSED,Medium,12.98215178435111,77.70286649178936
FIR/IND/2022/8535,02/05/2022 00:00:00,2022,Indore,Madhya Pradesh,FRAUD/CHEATING,Bank Fraud,420 IPC,ATM,12.0,8.0,Female,No,closed,Low,22.624436017758747,75.95465034667257
FIR/CHE/2016/3960,27/11/2016 07:26:00,2016,Chennai,Tamil Nadu,BURGLARY,Shop Breaking,ipc 457,MARKET,37.0,,M,n,UNDER INVESTIGATION,Medium,12.945326037273652,80.14314517968648
FIR/CHE/2019/1990,1559756460,2019,Chennai,Tamil Nadu,FRAUD/CHEATING,BANK FRAUD,420 IPC,School,35.0,,UNKNOWN,,CHARGE SHEETED,Low,13.124043514322148,80.37392927835013
FIR45142019,01/13/2019 01:39:00,2019,Indore,Madhya Pradesh,ROBBERY,Bank Robbery,392 IPC,street,21.0,55.0,Male,no,Under Investigation,HIGH,22.81032326903768,75.91932120357546
8922/2016,11/10/2016 10:35:00,2016,Surat,Gujarat,ARSON,Vehicle Fire,ipc 435,MARKET,,31.0,MALE,no,,High,21.123618236408102,72.8480928052932
FIR/KOL/2016/5040,04/10/2016 18:16:00,2016,Kolkata,West Bengal,ATTEMPT TO MURDER,SHOOTING,Sec 307,School,41.0,40.0,FEMALE,,,high,22.619355273536915,88.43941722197383
FIR/DEL/2022/7210,11/04/2022 19:05:00,2022,Delhi,Delhi,ATTEMPT TO MURDER,SHOOTING,307 IPC,Highway,10.0,55.0,UNKNOWN,no,CONVICTED,high,28.772309503335777,77.16844250882373
DEL-2016-2476,24 October 2016 01:58 AM,2016,Delhi,Delhi,RAPE/SEXUAL ASSAULT,Molestation,POCSO Act,OFFICE,23.0,49.0,Male,,,High,28.608313855370852,77.23845727918851
NAG-2019-3551,24/09/2019 11:29:00,2019,Nagpur,Maharashtra,ROBBERY,ARMED ROBBERY,392 IPC,STREET,37.0,67.0,Male,False,under investigation,HIGH,21.16090029242803,79.21643730128288
FIR/MUM/2017/5235,22-05-2017,2017,Mumbai,Maharashtra,VEHICLE THEFT,Two Wheeler,379 IPC,STREET,32.0,17.0,,,Acquitted,Low,19.207191671100478,72.97738921362242
DEL-2018-7971,24-04-2018,2018,Delhi,Delhi,ROBBERY,armed robbery,IPC-392,School,12.0,29.0,male,no,Convicted,HIGH,,
fir/jai/2016/1163,11-08-2016,2016,Jaipur,Rajasthan,THEFT,MOBILE THEFT,ipc 378,School,14.0,29.0,Male,,Charge Sheeted,Low,26.91284226760409,75.7254743056894
FIR74592021,13-08-2021,2021,Lucknow,Uttar Pradesh,VEHICLE THEFT,CAR THEFT,ipc 379,,41.0,41.0,Male,,CLOSED,Low,26.70043830108364,80.8065773696644
JAI-2022-1411,06-04-2022,2022,Jaipur,Rajasthan,CYBER CRIME,hacking,IT ACT 66,HIGHWAY,43.0,,male,Y,Under Investigation,low,27.047612644102664,75.64418118351756
FIR/KOL/2020/6255,04/07/2020 10:50:00,2020,Kolkata,West Bengal,FRAUD/CHEATING,ONLINE FRAUD,420 IPC,street,,45.0,Unknown,Yes,UNDER INVESTIGATION,Low,22.671722637710225,88.487817493159
FIR/BHO/2016/3725,22/09/16 07:36,2016,Bhopal,Madhya Pradesh,THEFT,PICKPOCKETING,IPC-378,School,33.0,58.0,Female,FALSE,charge sheeted,Low,23.401836075588154,77.56045416058116
fir/ban/2017/7418,09/28/2017 14:05:00,2017,Bangalore,Karnataka,ASSAULT,Road Rage,Sec. 351,HIGHWAY,30.0,51.0,female,yes,Closed,Medium,13.097433879560024,77.70739926549652
FIR96242017,04/09/2017 03:56:00,2017,Hyderabad,Telangana,ASSAULT,Road Rage,IPC 351,Railway Station,14.0,41.0,MALE,,Closed,Medium,17.361716622738307,78.47209965687915
PAT-2017-9876,30 August 2017 03:33 AM,2017,Patna,Bihar,ASSAULT,GRIEVOUS HURT,Sec. 351,Railway Station,8.0,32.0,FEMALE,No,PENDING TRIAL,Medium,25.729788832424166,85.17781711583528
fir/sur/2019/7678,1555835700,2019,Surat,Gujarat,ROBBERY,armed robbery,IPC 392,ATM,47.0,63.0,Female,No,Charge Sheeted,HIGH,21.132526322119347,72.81299200505417
FIR53992018,12/01/2018 06:28:00,2018,Lucknow,Uttar Pradesh,THEFT,MOBILE THEFT,378 IPC,Bank,,,MALE,Yes,CONVICTED,Low,26.86148826959835,80.80523625427412
DEL-2015-2046,1434667140,2015,Delhi,Delhi,CYBER CRIME,IDENTITY THEFT,IT Act 66,Bank,33.0,11.0,Female,Yes,CONVICTED,low,28.606263234205322,77.00272773183701
FIR/HYD/2015/2055,17/08/2015 16:43:00,2015,Hyderabad,Telangana,RIOTING,COMMUNAL RIOT,ipc 147,RAILWAY STATION,45.0,33.0,FEMALE,True,,Medium,17.32639875093043,78.55094296329078
fir/ahm/2019/2648,04/10/2019 17:01:00,2019,Ahmedabad,Gujarat,OTHER IPC OFFENSE,Unlawful Assembly,Other IPC,STREET,2.0,15.0,f,no,CHARGE SHEETED,Low,22.90670459898127,72.51192495465155
fir/mum/2017/8978,07/18/2017 18:31:00,2017,Mumbai,Maharashtra,EXTORTION,ONLINE EXTORTION,ipc 383,Office,34.0,23.0,M,,Charge Sheeted,medium,18.973909619118817,72.73709608826145
fir/ban/2023/7528,22/06/2023 16:18:00,2023,Bangalore,Karnataka,DRUG OFFENSE,POSSESSION,NDPS ACT Sec 8,Residence,23.0,,M,,Closed,LOW,12.936930067706621,77.54488809449126
FIR/BAN/2019/2525,20/11/19 12:28,2019,Bangalore,Karnataka,DOMESTIC VIOLENCE,physical abuse,Sec 498A,Residence,46.0,,Unknown,,Closed,MEDIUM,12.826751490713102,77.68904287810706
fir/ban/2019/3043,14-02-2019,2019,Bangalore,Karnataka,RIOTING,communal riot,ipc 147,ATM,21.0,,male,YES,under investigation,Medium,12.995607551843902,77.69497561108759
FIR/NAG/2020/2605,18/01/20 11:13,2020,Nagpur,Maharashtra,ROBBERY,Unarmed Robbery,392 IPC,Office,17.0,63.0,MALE,,Acquitted,HIGH,21.18380182518794,79.1556499221562
fir/pun/2018/5208,27/11/2018 06:48:00,2018,Pune,Maharashtra,KIDNAPPING,Child Kidnapping,IPC-363,Railway Station,32.0,61.0,Male,no,PENDING TRIAL,High,,
FIR61542020,07/13/2020 22:52:00,2020,Jaipur,Rajasthan,ASSAULT,simple assault,ipc 351,Railway Station,25.0,13.0,,No,CHARGE SHEETED,Medium,,
1662/2017,1505487240,2017,Bangalore,Karnataka,BURGLARY,House Breaking,Sec. 457,RESIDENCE,32.0,74.0,Male,,Charge Sheeted,Medium,12.951515279055693,77.64226929897293
JAI-2021-6126,1629523800,2021,Jaipur,Rajasthan,VEHICLE THEFT,Car Theft,IPC 379,MARKET,5.0,28.0,Male,No,Under Investigation,Low,26.79479667991656,75.70848439195204
FIR/MUM/2023/2900,16 August 2023 01:55 PM,2023,Mumbai,Maharashtra,ROBBERY,armed robbery,IPC 392,Office,39.0,40.0,F,,Pending Trial,HIGH,19.084611085448,72.82126230932404
FIR66642022,02/04/2022 21:55:00,2022,Ahmedabad,Gujarat,DRUG OFFENSE,Peddling,NDPS Act,ATM,24.0,17.0,female,n,PENDING TRIAL,LOW,,
JAI-2022-2806,1655893440,2022,Jaipur,Rajasthan,FRAUD/CHEATING,BANK FRAUD,IPC 420,School,30.0,23.0,Female,no,CONVICTED,Low,27.04059450179986,75.91618578900035
FIR65242016,30 April 2016 07:11 AM,2016,Lucknow,Uttar Pradesh,ASSAULT,Grievous Hurt,Sec. 351,RESIDENCE,36.0,36.0,MALE,False,,Medium,26.71866256528906,80.89909973504606
FIR/JAI/2021/9145,2021-09-08 01:57:00,2021,Jaipur,Rajasthan,EXTORTION,ONLINE EXTORTION,Sec 383,STREET,11.0,,F,FALSE,PENDING TRIAL,medium,,
fir/del/2022/3958,1659433560,2022,Delhi,Delhi,THEFT,PICKPOCKETING,Sec 378,Bank,5.0,39.0,male,yes,Charge Sheeted,Low,28.791554007237085,77.01024659812121
FIR89392018,11-08-2018,2018,Kolkata,West Bengal,THEFT,Chain Snatching,IPC 378,Market,8.0,20.0,MALE,,Charge Sheeted,Low,22.65990481659839,88.41341218624547
FIR/HYD/2019/3970,10/16/2019 05:14:00,2019,Hyderabad,Telangana,ASSAULT,SIMPLE ASSAULT,ipc 351,HIGHWAY,14.0,,f,Y,under investigation,Medium,17.352189925660586,78.52617634972371
fir/mum/2015/1328,21/10/2015 09:58:00,2015,Mumbai,Maharashtra,THEFT,shoplifting,378 IPC,ATM,,52.0,Female,,Closed,Low,18.999362959612313,72.74687572074363
FIR/DEL/2021/3550,1618947900,2021,Delhi,Delhi,THEFT,shoplifting,378,Railway Station,34.0,51.0,f,YES,under investigation,Low,28.557892146508447,76.99228636379249
4767/2018,20/12/2018 02:28:00,2018,Lucknow,Uttar Pradesh,THEFT,Pickpocketing,IPC-378,MARKET,,41.0,Male,N,Under Investigation,Low,26.880795615928015,80.96183688757218
FIR/MUM/2017/8465,2017-03-04 13:05:00,2017,Mumbai,Maharashtra,ROBBERY,armed robbery,IPC 392,OFFICE,1.0,75.0,female,False,CONVICTED,HIGH,19.077356179842557,73.00408984464815
